codepoints_hex,emoji,description
1F9D6 1F3FC 200D 2642 FE0F,🧖🏼‍♂️,man in steamy room: medium-light skin tone
1F9D6 1F3FC 200D 2642,🧖🏼‍♂,man in steamy room: medium-light skin tone
1F9D6 1F3FD 200D 2642 FE0F,🧖🏽‍♂️,man in steamy room: medium skin tone
1F9D6 1F3FD 200D 2642,🧖🏽‍♂,man in steamy room: medium skin tone
1F9D6 1F3FE 200D 2642 FE0F,🧖🏾‍♂️,man in steamy room: medium-dark skin tone
1F9D6 1F3FE 200D 2642,🧖🏾‍♂,man in steamy room: medium-dark skin tone
1F9D6 1F3FF 200D 2642 FE0F,🧖🏿‍♂️,man in steamy room: dark skin tone
1F9D6 1F3FF 200D 2642,🧖🏿‍♂,man in steamy room: dark skin tone
1F9D6 200D 2640 FE0F,🧖‍♀️,woman in steamy room
1F9D6 200D 2640,🧖‍♀,woman in steamy room
1F9D6 1F3FB 200D 2640 FE0F,🧖🏻‍♀️,woman in steamy room: light skin tone
1F9D6 1F3FB 200D 2640,🧖🏻‍♀,woman in steamy room: light skin tone
1F9D6 1F3FC 200D 2640 FE0F,🧖🏼‍♀️,woman in steamy room: medium-light skin tone
1F9D6 1F3FC 200D 2640,🧖🏼‍♀,woman in steamy room: medium-light skin tone
1F9D6 1F3FD 200D 2640 FE0F,🧖🏽‍♀️,woman in steamy room: medium skin tone
1F9D6 1F3FD 200D 2640,🧖🏽‍♀,woman in steamy room: medium skin tone
1F9D6 1F3FE 200D 2640 FE0F,🧖🏾‍♀️,woman in steamy room: medium-dark skin tone
1F9D6 1F3FE 200D 2640,🧖🏾‍♀,woman in steamy room: medium-dark skin tone
1F9D6 1F3FF 200D 2640 FE0F,🧖🏿‍♀️,woman in steamy room: dark skin tone
1F9D6 1F3FF 200D 2640,🧖🏿‍♀,woman in steamy room: dark skin tone
1F9D7,🧗,person climbing
1F9D7 1F3FB,🧗🏻,person climbing: light skin tone
1F9D7 1F3FC,🧗🏼,person climbing: medium-light skin tone
1F9D7 1F3FD,🧗🏽,person climbing: medium skin tone
1F9D7 1F3FE,🧗🏾,person climbing: medium-dark skin tone
1F9D7 1F3FF,🧗🏿,person climbing: dark skin tone
1F9D7 200D 2642 FE0F,🧗‍♂️,man climbing
1F9D7 200D 2642,🧗‍♂,man climbing
1F9D7 1F3FB 200D 2642 FE0F,🧗🏻‍♂️,man climbing: light skin tone
1F9D7 1F3FB 200D 2642,🧗🏻‍♂,man climbing: light skin tone
1F9D7 1F3FC 200D 2642 FE0F,🧗🏼‍♂️,man climbing: medium-light skin tone
1F9D7 1F3FC 200D 2642,🧗🏼‍♂,man climbing: medium-light skin tone
1F9D7 1F3FD 200D 2642 FE0F,🧗🏽‍♂️,man climbing: medium skin tone
1F9D7 1F3FD 200D 2642,🧗🏽‍♂,man climbing: medium skin tone
1F9D7 1F3FE 200D 2642 FE0F,🧗🏾‍♂️,man climbing: medium-dark skin tone
1F9D7 1F3FE 200D 2642,🧗🏾‍♂,man climbing: medium-dark skin tone
1F9D7 1F3FF 200D 2642 FE0F,🧗🏿‍♂️,man climbing: dark skin tone
1F9D7 1F3FF 200D 2642,🧗🏿‍♂,man climbing: dark skin tone
1F9D7 200D 2640 FE0F,🧗‍♀️,woman climbing
1F9D7 200D 2640,🧗‍♀,woman climbing
1F9D7 1F3FB 200D 2640 FE0F,🧗🏻‍♀️,woman climbing: light skin tone
1F9D7 1F3FB 200D 2640,🧗🏻‍♀,woman climbing: light skin tone
1F9D7 1F3FC 200D 2640 FE0F,🧗🏼‍♀️,woman climbing: medium-light skin tone
1F9D7 1F3FC 200D 2640,🧗🏼‍♀,woman climbing: medium-light skin tone
1F9D7 1F3FD 200D 2640 FE0F,🧗🏽‍♀️,woman climbing: medium skin tone
1F9D7 1F3FD 200D 2640,🧗🏽‍♀,woman climbing: medium skin tone
1F9D7 1F3FE 200D 2640 FE0F,🧗🏾‍♀️,woman climbing: medium-dark skin tone
1F9D7 1F3FE 200D 2640,🧗🏾‍♀,woman climbing: medium-dark skin tone
1F9D7 1F3FF 200D 2640 FE0F,🧗🏿‍♀️,woman climbing: dark skin tone
1F9D7 1F3FF 200D 2640,🧗🏿‍♀,woman climbing: dark skin tone
1F93A,🤺,person fencing
1F3C7,🏇,horse racing
1F3C7 1F3FB,🏇🏻,horse racing: light skin tone
1F3C7 1F3FC,🏇🏼,horse racing: medium-light skin tone
1F3C7 1F3FD,🏇🏽,horse racing: medium skin tone
1F3C7 1F3FE,🏇🏾,horse racing: medium-dark skin tone
1F3C7 1F3FF,🏇🏿,horse racing: dark skin tone
26F7 FE0F,⛷️,skier
26F7,⛷,skier
1F3C2,🏂,snowboarder
1F3C2 1F3FB,🏂🏻,snowboarder: light skin tone
1F3C2 1F3FC,🏂🏼,snowboarder: medium-light skin tone
1F3C2 1F3FD,🏂🏽,snowboarder: medium skin tone
1F3C2 1F3FE,🏂🏾,snowboarder: medium-dark skin tone
1F3C2 1F3FF,🏂🏿,snowboarder: dark skin tone
1F3CC FE0F,🏌️,person golfing
1F3CC,🏌,person golfing
1F3CC 1F3FB,🏌🏻,person golfing: light skin tone
1F3CC 1F3FC,🏌🏼,person golfing: medium-light skin tone
1F3CC 1F3FD,🏌🏽,person golfing: medium skin tone
1F3CC 1F3FE,🏌🏾,person golfing: medium-dark skin tone
1F3CC 1F3FF,🏌🏿,person golfing: dark skin tone
1F3CC FE0F 200D 2642 FE0F,🏌️‍♂️,man golfing
1F3CC 200D 2642 FE0F,🏌‍♂️,man golfing
1F3CC FE0F 200D 2642,🏌️‍♂,man golfing
1F3CC 200D 2642,🏌‍♂,man golfing
1F3CC 1F3FB 200D 2642 FE0F,🏌🏻‍♂️,man golfing: light skin tone
1F3CC 1F3FB 200D 2642,🏌🏻‍♂,man golfing: light skin tone
1F3CC 1F3FC 200D 2642 FE0F,🏌🏼‍♂️,man golfing: medium-light skin tone
1F3CC 1F3FC 200D 2642,🏌🏼‍♂,man golfing: medium-light skin tone
1F3CC 1F3FD 200D 2642 FE0F,🏌🏽‍♂️,man golfing: medium skin tone
1F3CC 1F3FD 200D 2642,🏌🏽‍♂,man golfing: medium skin tone
1F3CC 1F3FE 200D 2642 FE0F,🏌🏾‍♂️,man golfing: medium-dark skin tone
1F3CC 1F3FE 200D 2642,🏌🏾‍♂,man golfing: medium-dark skin tone
1F3CC 1F3FF 200D 2642 FE0F,🏌🏿‍♂️,man golfing: dark skin tone
1F3CC 1F3FF 200D 2642,🏌🏿‍♂,man golfing: dark skin tone
1F3CC FE0F 200D 2640 FE0F,🏌️‍♀️,woman golfing
1F3CC 200D 2640 FE0F,🏌‍♀️,woman golfing
1F3CC FE0F 200D 2640,🏌️‍♀,woman golfing
1F3CC 200D 2640,🏌‍♀,woman golfing
1F3CC 1F3FB 200D 2640 FE0F,🏌🏻‍♀️,woman golfing: light skin tone
1F3CC 1F3FB 200D 2640,🏌🏻‍♀,woman golfing: light skin tone
1F3CC 1F3FC 200D 2640 FE0F,🏌🏼‍♀️,woman golfing: medium-light skin tone
1F3CC 1F3FC 200D 2640,🏌🏼‍♀,woman golfing: medium-light skin tone
1F3CC 1F3FD 200D 2640 FE0F,🏌🏽‍♀️,woman golfing: medium skin tone
1F3CC 1F3FD 200D 2640,🏌🏽‍♀,woman golfing: medium skin tone
1F3CC 1F3FE 200D 2640 FE0F,🏌🏾‍♀️,woman golfing: medium-dark skin tone
1F3CC 1F3FE 200D 2640,🏌🏾‍♀,woman golfing: medium-dark skin tone
1F3CC 1F3FF 200D 2640 FE0F,🏌🏿‍♀️,woman golfing: dark skin tone
1F3CC 1F3FF 200D 2640,🏌🏿‍♀,woman golfing: dark skin tone
1F3C4,🏄,person surfing
1F3C4 1F3FB,🏄🏻,person surfing: light skin tone
1F3C4 1F3FC,🏄🏼,person surfing: medium-light skin tone
1F3C4 1F3FD,🏄🏽,person surfing: medium skin tone
1F3C4 1F3FE,🏄🏾,person surfing: medium-dark skin tone
1F3C4 1F3FF,🏄🏿,person surfing: dark skin tone
1F3C4 200D 2642 FE0F,🏄‍♂️,man surfing
1F3C4 200D 2642,🏄‍♂,man surfing
1F3C4 1F3FB 200D 2642 FE0F,🏄🏻‍♂️,man surfing: light skin tone
1F3C4 1F3FB 200D 2642,🏄🏻‍♂,man surfing: light skin tone
1F3C4 1F3FC 200D 2642 FE0F,🏄🏼‍♂️,man surfing: medium-light skin tone
1F3C4 1F3FC 200D 2642,🏄🏼‍♂,man surfing: medium-light skin tone
1F3C4 1F3FD 200D 2642 FE0F,🏄🏽‍♂️,man surfing: medium skin tone
1F3C4 1F3FD 200D 2642,🏄🏽‍♂,man surfing: medium skin tone
1F3C4 1F3FE 200D 2642 FE0F,🏄🏾‍♂️,man surfing: medium-dark skin tone
1F3C4 1F3FE 200D 2642,🏄🏾‍♂,man surfing: medium-dark skin tone
1F3C4 1F3FF 200D 2642 FE0F,🏄🏿‍♂️,man surfing: dark skin tone
1F3C4 1F3FF 200D 2642,🏄🏿‍♂,man surfing: dark skin tone
1F3C4 200D 2640 FE0F,🏄‍♀️,woman surfing
1F3C4 200D 2640,🏄‍♀,woman surfing
1F3C4 1F3FB 200D 2640 FE0F,🏄🏻‍♀️,woman surfing: light skin tone
1F3C4 1F3FB 200D 2640,🏄🏻‍♀,woman surfing: light skin tone
1F3C4 1F3FC 200D 2640 FE0F,🏄🏼‍♀️,woman surfing: medium-light skin tone
1F3C4 1F3FC 200D 2640,🏄🏼‍♀,woman surfing: medium-light skin tone
1F3C4 1F3FD 200D 2640 FE0F,🏄🏽‍♀️,woman surfing: medium skin tone
1F3C4 1F3FD 200D 2640,🏄🏽‍♀,woman surfing: medium skin tone
1F3C4 1F3FE 200D 2640 FE0F,🏄🏾‍♀️,woman surfing: medium-dark skin tone
1F3C4 1F3FE 200D 2640,🏄🏾‍♀,woman surfing: medium-dark skin tone
1F3C4 1F3FF 200D 2640 FE0F,🏄🏿‍♀️,woman surfing: dark skin tone
1F3C4 1F3FF 200D 2640,🏄🏿‍♀,woman surfing: dark skin tone
1F6A3,🚣,person rowing boat
1F6A3 1F3FB,🚣🏻,person rowing boat: light skin tone
1F6A3 1F3FC,🚣🏼,person rowing boat: medium-light skin tone
1F6A3 1F3FD,🚣🏽,person rowing boat: medium skin tone
1F6A3 1F3FE,🚣🏾,person rowing boat: medium-dark skin tone
1F6A3 1F3FF,🚣🏿,person rowing boat: dark skin tone
1F6A3 200D 2642 FE0F,🚣‍♂️,man rowing boat
1F6A3 200D 2642,🚣‍♂,man rowing boat
1F6A3 1F3FB 200D 2642 FE0F,🚣🏻‍♂️,man rowing boat: light skin tone
1F6A3 1F3FB 200D 2642,🚣🏻‍♂,man rowing boat: light skin tone
1F6A3 1F3FC 200D 2642 FE0F,🚣🏼‍♂️,man rowing boat: medium-light skin tone
1F6A3 1F3FC 200D 2642,🚣🏼‍♂,man rowing boat: medium-light skin tone
1F6A3 1F3FD 200D 2642 FE0F,🚣🏽‍♂️,man rowing boat: medium skin tone
1F6A3 1F3FD 200D 2642,🚣🏽‍♂,man rowing boat: medium skin tone
1F6A3 1F3FE 200D 2642 FE0F,🚣🏾‍♂️,man rowing boat: medium-dark skin tone
1F6A3 1F3FE 200D 2642,🚣🏾‍♂,man rowing boat: medium-dark skin tone
1F6A3 1F3FF 200D 2642 FE0F,🚣🏿‍♂️,man rowing boat: dark skin tone
1F6A3 1F3FF 200D 2642,🚣🏿‍♂,man rowing boat: dark skin tone
1F6A3 200D 2640 FE0F,🚣‍♀️,woman rowing boat
1F6A3 200D 2640,🚣‍♀,woman rowing boat
1F6A3 1F3FB 200D 2640 FE0F,🚣🏻‍♀️,woman rowing boat: light skin tone
1F6A3 1F3FB 200D 2640,🚣🏻‍♀,woman rowing boat: light skin tone
1F6A3 1F3FC 200D 2640 FE0F,🚣🏼‍♀️,woman rowing boat: medium-light skin tone
1F6A3 1F3FC 200D 2640,🚣🏼‍♀,woman rowing boat: medium-light skin tone
1F6A3 1F3FD 200D 2640 FE0F,🚣🏽‍♀️,woman rowing boat: medium skin tone
1F6A3 1F3FD 200D 2640,🚣🏽‍♀,woman rowing boat: medium skin tone
1F6A3 1F3FE 200D 2640 FE0F,🚣🏾‍♀️,woman rowing boat: medium-dark skin tone
1F6A3 1F3FE 200D 2640,🚣🏾‍♀,woman rowing boat: medium-dark skin tone
1F6A3 1F3FF 200D 2640 FE0F,🚣🏿‍♀️,woman rowing boat: dark skin tone
1F6A3 1F3FF 200D 2640,🚣🏿‍♀,woman rowing boat: dark skin tone
1F3CA,🏊,person swimming
1F3CA 1F3FB,🏊🏻,person swimming: light skin tone
1F3CA 1F3FC,🏊🏼,person swimming: medium-light skin tone
1F3CA 1F3FD,🏊🏽,person swimming: medium skin tone
1F3CA 1F3FE,🏊🏾,person swimming: medium-dark skin tone
1F3CA 1F3FF,🏊🏿,person swimming: dark skin tone
1F3CA 200D 2642 FE0F,🏊‍♂️,man swimming
1F3CA 200D 2642,🏊‍♂,man swimming
1F3CA 1F3FB 200D 2642 FE0F,🏊🏻‍♂️,man swimming: light skin tone
1F3CA 1F3FB 200D 2642,🏊🏻‍♂,man swimming: light skin tone
1F3CA 1F3FC 200D 2642 FE0F,🏊🏼‍♂️,man swimming: medium-light skin tone
1F3CA 1F3FC 200D 2642,🏊🏼‍♂,man swimming: medium-light skin tone
1F3CA 1F3FD 200D 2642 FE0F,🏊🏽‍♂️,man swimming: medium skin tone
1F3CA 1F3FD 200D 2642,🏊🏽‍♂,man swimming: medium skin tone
1F3CA 1F3FE 200D 2642 FE0F,🏊🏾‍♂️,man swimming: medium-dark skin tone
1F3CA 1F3FE 200D 2642,🏊🏾‍♂,man swimming: medium-dark skin tone
1F3CA 1F3FF 200D 2642 FE0F,🏊🏿‍♂️,man swimming: dark skin tone
1F3CA 1F3FF 200D 2642,🏊🏿‍♂,man swimming: dark skin tone
1F3CA 200D 2640 FE0F,🏊‍♀️,woman swimming
1F3CA 200D 2640,🏊‍♀,woman swimming
1F3CA 1F3FB 200D 2640 FE0F,🏊🏻‍♀️,woman swimming: light skin tone
1F3CA 1F3FB 200D 2640,🏊🏻‍♀,woman swimming: light skin tone
1F3CA 1F3FC 200D 2640 FE0F,🏊🏼‍♀️,woman swimming: medium-light skin tone
1F3CA 1F3FC 200D 2640,🏊🏼‍♀,woman swimming: medium-light skin tone
1F3CA 1F3FD 200D 2640 FE0F,🏊🏽‍♀️,woman swimming: medium skin tone
1F3CA 1F3FD 200D 2640,🏊🏽‍♀,woman swimming: medium skin tone
1F3CA 1F3FE 200D 2640 FE0F,🏊🏾‍♀️,woman swimming: medium-dark skin tone
1F3CA 1F3FE 200D 2640,🏊🏾‍♀,woman swimming: medium-dark skin tone
1F3CA 1F3FF 200D 2640 FE0F,🏊🏿‍♀️,woman swimming: dark skin tone
1F3CA 1F3FF 200D 2640,🏊🏿‍♀,woman swimming: dark skin tone
26F9 FE0F,⛹️,person bouncing ball
26F9,⛹,person bouncing ball
26F9 1F3FB,⛹🏻,person bouncing ball: light skin tone
26F9 1F3FC,⛹🏼,person bouncing ball: medium-light skin tone
26F9 1F3FD,⛹🏽,person bouncing ball: medium skin tone
26F9 1F3FE,⛹🏾,person bouncing ball: medium-dark skin tone
26F9 1F3FF,⛹🏿,person bouncing ball: dark skin tone
26F9 FE0F 200D 2642 FE0F,⛹️‍♂️,man bouncing ball
26F9 200D 2642 FE0F,⛹‍♂️,man bouncing ball
26F9 FE0F 200D 2642,⛹️‍♂,man bouncing ball
26F9 200D 2642,⛹‍♂,man bouncing ball
26F9 1F3FB 200D 2642 FE0F,⛹🏻‍♂️,man bouncing ball: light skin tone
26F9 1F3FB 200D 2642,⛹🏻‍♂,man bouncing ball: light skin tone
26F9 1F3FC 200D 2642 FE0F,⛹🏼‍♂️,man bouncing ball: medium-light skin tone
26F9 1F3FC 200D 2642,⛹🏼‍♂,man bouncing ball: medium-light skin tone
26F9 1F3FD 200D 2642 FE0F,⛹🏽‍♂️,man bouncing ball: medium skin tone
26F9 1F3FD 200D 2642,⛹🏽‍♂,man bouncing ball: medium skin tone
26F9 1F3FE 200D 2642 FE0F,⛹🏾‍♂️,man bouncing ball: medium-dark skin tone
26F9 1F3FE 200D 2642,⛹🏾‍♂,man bouncing ball: medium-dark skin tone
26F9 1F3FF 200D 2642 FE0F,⛹🏿‍♂️,man bouncing ball: dark skin tone
26F9 1F3FF 200D 2642,⛹🏿‍♂,man bouncing ball: dark skin tone
26F9 FE0F 200D 2640 FE0F,⛹️‍♀️,woman bouncing ball
26F9 200D 2640 FE0F,⛹‍♀️,woman bouncing ball
26F9 FE0F 200D 2640,⛹️‍♀,woman bouncing ball
26F9 200D 2640,⛹‍♀,woman bouncing ball
26F9 1F3FB 200D 2640 FE0F,⛹🏻‍♀️,woman bouncing ball: light skin tone
26F9 1F3FB 200D 2640,⛹🏻‍♀,woman bouncing ball: light skin tone
26F9 1F3FC 200D 2640 FE0F,⛹🏼‍♀️,woman bouncing ball: medium-light skin tone
26F9 1F3FC 200D 2640,⛹🏼‍♀,woman bouncing ball: medium-light skin tone
26F9 1F3FD 200D 2640 FE0F,⛹🏽‍♀️,woman bouncing ball: medium skin tone
26F9 1F3FD 200D 2640,⛹🏽‍♀,woman bouncing ball: medium skin tone
26F9 1F3FE 200D 2640 FE0F,⛹🏾‍♀️,woman bouncing ball: medium-dark skin tone
26F9 1F3FE 200D 2640,⛹🏾‍♀,woman bouncing ball: medium-dark skin tone
26F9 1F3FF 200D 2640 FE0F,⛹🏿‍♀️,woman bouncing ball: dark skin tone
26F9 1F3FF 200D 2640,⛹🏿‍♀,woman bouncing ball: dark skin tone
1F3CB FE0F,🏋️,person lifting weights
1F3CB,🏋,person lifting weights
1F3CB 1F3FB,🏋🏻,person lifting weights: light skin tone
1F3CB 1F3FC,🏋🏼,person lifting weights: medium-light skin tone
1F3CB 1F3FD,🏋🏽,person lifting weights: medium skin tone
1F3CB 1F3FE,🏋🏾,person lifting weights: medium-dark skin tone
1F3CB 1F3FF,🏋🏿,person lifting weights: dark skin tone
1F3CB FE0F 200D 2642 FE0F,🏋️‍♂️,man lifting weights
1F3CB 200D 2642 FE0F,🏋‍♂️,man lifting weights
1F3CB FE0F 200D 2642,🏋️‍♂,man lifting weights
1F3CB 200D 2642,🏋‍♂,man lifting weights
1F3CB 1F3FB 200D 2642 FE0F,🏋🏻‍♂️,man lifting weights: light skin tone
1F3CB 1F3FB 200D 2642,🏋🏻‍♂,man lifting weights: light skin tone
1F3CB 1F3FC 200D 2642 FE0F,🏋🏼‍♂️,man lifting weights: medium-light skin tone
1F3CB 1F3FC 200D 2642,🏋🏼‍♂,man lifting weights: medium-light skin tone
1F3CB 1F3FD 200D 2642 FE0F,🏋🏽‍♂️,man lifting weights: medium skin tone
1F3CB 1F3FD 200D 2642,🏋🏽‍♂,man lifting weights: medium skin tone
1F3CB 1F3FE 200D 2642 FE0F,🏋🏾‍♂️,man lifting weights: medium-dark skin tone
1F3CB 1F3FE 200D 2642,🏋🏾‍♂,man lifting weights: medium-dark skin tone
1F3CB 1F3FF 200D 2642 FE0F,🏋🏿‍♂️,man lifting weights: dark skin tone
1F3CB 1F3FF 200D 2642,🏋🏿‍♂,man lifting weights: dark skin tone
1F3CB FE0F 200D 2640 FE0F,🏋️‍♀️,woman lifting weights
1F3CB 200D 2640 FE0F,🏋‍♀️,woman lifting weights
1F3CB FE0F 200D 2640,🏋️‍♀,woman lifting weights
1F3CB 200D 2640,🏋‍♀,woman lifting weights
1F3CB 1F3FB 200D 2640 FE0F,🏋🏻‍♀️,woman lifting weights: light skin tone
1F3CB 1F3FB 200D 2640,🏋🏻‍♀,woman lifting weights: light skin tone
1F3CB 1F3FC 200D 2640 FE0F,🏋🏼‍♀️,woman lifting weights: medium-light skin tone
1F3CB 1F3FC 200D 2640,🏋🏼‍♀,woman lifting weights: medium-light skin tone
1F3CB 1F3FD 200D 2640 FE0F,🏋🏽‍♀️,woman lifting weights: medium skin tone
1F3CB 1F3FD 200D 2640,🏋🏽‍♀,woman lifting weights: medium skin tone
1F3CB 1F3FE 200D 2640 FE0F,🏋🏾‍♀️,woman lifting weights: medium-dark skin tone
1F3CB 1F3FE 200D 2640,🏋🏾‍♀,woman lifting weights: medium-dark skin tone
1F3CB 1F3FF 200D 2640 FE0F,🏋🏿‍♀️,woman lifting weights: dark skin tone
1F3CB 1F3FF 200D 2640,🏋🏿‍♀,woman lifting weights: dark skin tone
1F6B4,🚴,person biking
1F6B4 1F3FB,🚴🏻,person biking: light skin tone
1F6B4 1F3FC,🚴🏼,person biking: medium-light skin tone
1F6B4 1F3FD,🚴🏽,person biking: medium skin tone
1F6B4 1F3FE,🚴🏾,person biking: medium-dark skin tone
1F6B4 1F3FF,🚴🏿,person biking: dark skin tone
1F6B4 200D 2642 FE0F,🚴‍♂️,man biking
1F6B4 200D 2642,🚴‍♂,man biking
1F6B4 1F3FB 200D 2642 FE0F,🚴🏻‍♂️,man biking: light skin tone
1F6B4 1F3FB 200D 2642,🚴🏻‍♂,man biking: light skin tone
1F6B4 1F3FC 200D 2642 FE0F,🚴🏼‍♂️,man biking: medium-light skin tone
1F6B4 1F3FC 200D 2642,🚴🏼‍♂,man biking: medium-light skin tone
1F6B4 1F3FD 200D 2642 FE0F,🚴🏽‍♂️,man biking: medium skin tone
1F6B4 1F3FD 200D 2642,🚴🏽‍♂,man biking: medium skin tone
1F6B4 1F3FE 200D 2642 FE0F,🚴🏾‍♂️,man biking: medium-dark skin tone
1F6B4 1F3FE 200D 2642,🚴🏾‍♂,man biking: medium-dark skin tone
1F6B4 1F3FF 200D 2642 FE0F,🚴🏿‍♂️,man biking: dark skin tone
1F6B4 1F3FF 200D 2642,🚴🏿‍♂,man biking: dark skin tone
1F6B4 200D 2640 FE0F,🚴‍♀️,woman biking
1F6B4 200D 2640,🚴‍♀,woman biking
1F6B4 1F3FB 200D 2640 FE0F,🚴🏻‍♀️,woman biking: light skin tone
1F6B4 1F3FB 200D 2640,🚴🏻‍♀,woman biking: light skin tone
1F6B4 1F3FC 200D 2640 FE0F,🚴🏼‍♀️,woman biking: medium-light skin tone
1F6B4 1F3FC 200D 2640,🚴🏼‍♀,woman biking: medium-light skin tone
1F6B4 1F3FD 200D 2640 FE0F,🚴🏽‍♀️,woman biking: medium skin tone
1F6B4 1F3FD 200D 2640,🚴🏽‍♀,woman biking: medium skin tone
1F6B4 1F3FE 200D 2640 FE0F,🚴🏾‍♀️,woman biking: medium-dark skin tone
1F6B4 1F3FE 200D 2640,🚴🏾‍♀,woman biking: medium-dark skin tone
1F6B4 1F3FF 200D 2640 FE0F,🚴🏿‍♀️,woman biking: dark skin tone
1F6B4 1F3FF 200D 2640,🚴🏿‍♀,woman biking: dark skin tone
1F6B5,🚵,person mountain biking
1F6B5 1F3FB,🚵🏻,person mountain biking: light skin tone
1F6B5 1F3FC,🚵🏼,person mountain biking: medium-light skin tone
1F6B5 1F3FD,🚵🏽,person mountain biking: medium skin tone
1F6B5 1F3FE,🚵🏾,person mountain biking: medium-dark skin tone
1F6B5 1F3FF,🚵🏿,person mountain biking: dark skin tone
1F6B5 200D 2642 FE0F,🚵‍♂️,man mountain biking
1F6B5 200D 2642,🚵‍♂,man mountain biking
1F6B5 1F3FB 200D 2642 FE0F,🚵🏻‍♂️,man mountain biking: light skin tone
1F6B5 1F3FB 200D 2642,🚵🏻‍♂,man mountain biking: light skin tone
1F6B5 1F3FC 200D 2642 FE0F,🚵🏼‍♂️,man mountain biking: medium-light skin tone
1F6B5 1F3FC 200D 2642,🚵🏼‍♂,man mountain biking: medium-light skin tone
1F6B5 1F3FD 200D 2642 FE0F,🚵🏽‍♂️,man mountain biking: medium skin tone
1F6B5 1F3FD 200D 2642,🚵🏽‍♂,man mountain biking: medium skin tone
1F6B5 1F3FE 200D 2642 FE0F,🚵🏾‍♂️,man mountain biking: medium-dark skin tone
1F6B5 1F3FE 200D 2642,🚵🏾‍♂,man mountain biking: medium-dark skin tone
1F6B5 1F3FF 200D 2642 FE0F,🚵🏿‍♂️,man mountain biking: dark skin tone
1F6B5 1F3FF 200D 2642,🚵🏿‍♂,man mountain biking: dark skin tone
1F6B5 200D 2640 FE0F,🚵‍♀️,woman mountain biking
1F6B5 200D 2640,🚵‍♀,woman mountain biking
